"ID";"Leeftijd";"Marges";"RegioS";"ErvarenGezondheidGoedZeerGoed_1";"EenOfMeerLichamelijkeBeperkingen_3";"BeperkingInBewegen_6";"Ondergewicht_7";"NormaalGewicht_8";"Overgewicht_9";"MatigOvergewicht_10";"ErnstigOvergewichtObesitas_11";"VoldoetAanBeweegrichtlijn_12";"WekelijksSporter_13";"Rokers_17";"OvermatigDrinker_20"
"167";"10000";"MW00000";"GM0677";"    77.3";"    13.4";"     9.6";"     2.2";"    44.6";"    53.2";"    37.0";"    16.2";"    50.7";"    46.3";"    13.3";"     5.4"
"168";"10000";"MW00000";"GM0353";"    77.6";"    12.9";"     8.4";"     1.5";"    45.6";"    52.9";"    37.1";"    15.8";"       .";"       .";"    15.9";"     5.6"
"169";"10000";"MW00000";"GM1884";"    82.8";"    11.0";"     6.6";"     1.0";"    47.2";"    51.9";"    37.8";"    14.1";"    47.9";"    52.8";"    11.8";"     9.2"
"170";"10000";"MW00000";"GM0166";"    80.1";"    15.2";"     8.1";"     1.4";"    49.2";"    49.4";"    33.8";"    15.5";"    50.8";"    44.8";"    21.1";"     6.4"
"171";"10000";"MW00000";"GM0678";"    78.4";"    14.6";"     9.5";"     1.5";"    45.7";"    52.8";"    38.4";"    14.3";"    53.7";"    48.6";"    11.3";"     3.4"
"172";"10000";"MW00000";"GM0537";"    81.7";"    13.0";"     7.9";"     0.8";"    46.6";"    52.6";"    33.2";"    19.4";"    52.8";"    44.2";"    17.0";"     8.5"
"173";"10000";"MW00000";"GM0928";"    69.1";"    24.9";"    17.4";"     2.1";"    36.6";"    61.3";"    38.4";"    22.9";"    36.2";"    35.6";"    24.0";"     4.8"
"174";"10000";"MW00000";"GM1598";"    85.9";"     9.7";"     6.0";"     1.9";"    52.5";"    45.7";"    34.1";"    11.6";"    55.9";"    58.8";"    16.8";"     8.5"
"175";"10000";"MW00000";"GM0542";"    77.9";"    14.9";"     9.9";"     1.7";"    45.1";"    53.2";"    37.1";"    16.2";"    38.5";"    42.0";"    12.3";"     4.9"
"176";"10000";"MW00000";"GM1931";"    83.3";"    11.1";"     7.2";"     2.4";"    47.0";"    50.6";"    36.6";"    14.0";"    47.4";"    48.2";"    12.7";"     5.6"
"177";"10000";"MW00000";"GM1659";"    83.2";"    12.3";"     7.1";"     1.2";"    46.8";"    52.0";"    38.5";"    13.5";"    49.9";"    53.2";"    15.7";"     8.3"
"178";"10000";"MW00000";"GM1685";"    80.7";"    16.9";"     8.8";"     1.0";"    50.0";"    49.0";"    34.0";"    15.0";"    55.9";"    59.2";"    10.4";"     7.2"
"179";"10000";"MW00000";"GM0882";"    68.5";"    22.0";"    14.5";"     1.2";"    39.3";"    59.6";"    39.0";"    20.6";"    39.3";"    39.8";"    20.4";"     4.5"
"180";"10000";"MW00000";"GM0415";"    80.1";"    12.2";"     7.0";"     1.4";"    50.9";"    47.6";"    33.6";"    14.0";"    48.5";"    51.1";"    15.3";"     7.8"
"181";"10000";"MW00000";"GM0416";"    82.1";"    10.9";"     7.2";"     1.7";"    50.3";"    48.0";"    36.4";"    11.6";"    52.8";"    58.6";"    13.1";"     6.1"
"182";"10000";"MW00000";"GM1621";"    85.3";"     8.2";"     5.4";"     0.7";"    55.4";"    43.9";"    31.8";"    12.1";"    51.2";"    56.9";"    11.8";"     6.8"
"183";"10000";"MW00000";"GM0417";"    85.9";"     9.4";"     5.7";"     2.8";"    54.1";"    43.1";"    33.9";"     9.2";"    46.3";"    56.4";"    11.7";"    10.9"
"184";"10000";"MW00000";"GM0080";"    80.4";"    10.9";"     6.9";"     2.1";"    48.7";"    49.2";"    35.2";"    14.0";"    57.8";"    49.5";"    19.1";"     8.4"
"185";"10000";"MW00000";"GM0546";"    82.1";"    10.6";"     6.6";"     3.1";"    57.0";"    39.9";"    28.6";"    11.3";"    56.2";"    58.1";"    17.6";"     7.1"
"186";"10000";"MW00000";"GM0547";"    81.7";"    13.8";"     9.1";"     1.8";"    52.3";"    45.9";"    31.5";"    14.3";"    49.8";"    51.6";"    13.8";"     6.7"
"187";"10000";"MW00000";"GM1916";"    79.1";"    15.0";"     9.6";"     1.9";"    50.6";"    47.6";"    34.3";"    13.2";"    48.2";"    54.0";"    13.9";"     5.5"
"188";"10000";"MW00000";"GM0995";"    74.6";"    17.4";"    11.5";"     1.2";"    44.2";"    54.6";"    37.2";"    17.4";"    50.7";"    45.0";"    17.0";"     3.5"
"189";"10000";"MW00000";"GM1640";"    78.6";"    14.4";"     7.3";"     1.4";"    47.2";"    51.4";"    37.9";"    13.6";"    50.3";"    47.0";"    16.3";"     6.2"
"190";"10000";"MW00000";"GM0327";"    82.4";"    10.7";"     6.8";"     1.6";"    53.6";"    44.8";"    33.1";"    11.7";"       .";"       .";"    12.0";"     5.6"
"191";"10000";"MW00000";"GM1705";"    80.9";"    14.7";"     8.9";"     1.7";"    45.5";"    52.7";"    36.7";"    16.1";"    52.6";"    54.8";"    14.7";"     5.8"
"192";"10000";"MW00000";"GM0553";"    80.6";"    12.3";"     7.7";"     2.2";"    50.2";"    47.6";"    35.9";"    11.7";"    46.6";"    51.2";"    15.5";"     8.5"
"193";"10000";"MW00000";"GM0262";"    80.7";"    13.8";"     7.8";"     1.5";"    49.3";"    49.2";"    35.8";"    13.3";"    52.1";"    50.5";"    12.8";"     6.3"
"194";"10000";"MW00000";"GM0809";"    76.7";"    17.8";"    11.7";"     1.6";"    46.7";"    51.7";"    33.9";"    17.8";"    46.5";"    49.9";"    14.7";"     8.3"
"195";"10000";"MW00000";"GM0331";"    81.6";"    12.6";"     7.6";"     0.9";"    52.3";"    46.7";"    34.5";"    12.2";"       .";"       .";"    13.3";"     4.7"
"196";"10000";"MW00000";"GM0024";"    74.4";"    14.7";"     9.1";"     1.4";"    42.8";"    55.8";"    36.4";"    19.4";"    43.9";"    43.1";"    17.3";"     8.4"
"197";"10000";"MW00000";"GM0168";"    79.8";"    17.7";"    10.1";"     0.7";"    40.9";"    58.5";"    40.3";"    18.2";"    52.3";"    48.9";"    14.3";"     9.3"
"198";"10000";"MW00000";"GM0263";"    76.8";"    14.7";"     8.2";"     1.3";"    43.0";"    55.7";"    39.0";"    16.7";"    41.1";"    42.9";"    20.5";"     4.5"
"199";"10000";"MW00000";"GM1641";"    77.2";"    16.3";"    10.8";"     1.4";"    45.2";"    53.4";"    37.5";"    15.8";"    49.8";"    43.7";"    16.5";"     5.7"
"200";"10000";"MW00000";"GM0556";"    75.8";"    17.3";"    10.5";"     2.2";"    43.8";"    54.0";"    34.1";"    19.8";"    40.4";"    45.8";"    16.3";"     5.7"
"201";"10000";"MW00000";"GM0935";"    75.6";"    17.5";"    11.4";"     2.5";"    51.8";"    45.7";"    30.9";"    14.8";"    51.1";"    50.4";"    20.9";"     7.6"
"202";"10000";"MW00000";"GM0420";"    81.8";"    13.3";"     7.6";"     1.2";"    48.0";"    50.7";"    38.8";"    11.9";"    53.1";"    51.3";"    15.1";"     9.4"
"203";"10000";"MW00000";"GM0938";"    76.2";"    15.6";"     9.9";"     1.7";"    45.9";"    52.4";"    37.8";"    14.5";"    46.0";"    49.0";"    15.4";"     5.1"
"204";"10000";"MW00000";"GM1948";"    78.4";"    15.1";"     9.5";"     1.6";"    46.9";"    51.5";"    37.3";"    14.2";"    51.4";"    56.9";"    13.9";"     6.7"
"205";"10000";"MW00000";"GM0119";"    81.1";"    14.9";"     8.3";"     0.5";"    48.0";"    51.4";"    38.7";"    12.7";"    51.4";"    46.3";"    20.8";"     8.6"
"206";"10000";"MW00000";"GM0687";"    78.7";"    13.3";"     7.1";"     1.4";"    52.6";"    46.0";"    35.2";"    10.8";"    52.5";"    47.2";"    14.8";"     5.8"
"207";"10000";"MW00000";"GM1842";"    85.5";"    10.1";"     5.0";"     1.9";"    55.5";"    42.6";"    31.8";"    10.8";"    54.4";"    57.2";"    10.0";"     6.0"
"208";"10000";"MW00000";"GM1731";"    80.0";"    13.5";"     9.3";"     1.2";"    47.5";"    51.3";"    35.4";"    15.9";"    50.3";"    49.0";"    15.0";"     9.0"
"209";"10000";"MW00000";"GM1952";"    73.3";"    16.1";"    11.7";"     1.9";"    37.2";"    60.9";"    41.8";"    19.1";"    46.2";"    40.3";"    18.4";"     4.8"
"210";"10000";"MW00000";"GM0815";"    79.4";"    15.2";"     7.7";"     1.9";"    46.5";"    51.7";"    36.7";"    14.9";"    53.0";"    52.3";"    10.2";"     5.6"
"211";"10000";"MW00000";"GM1709";"    78.0";"    15.7";"    10.0";"     2.2";"    42.0";"    55.9";"    35.8";"    20.1";"    43.4";"    46.0";"    16.2";"     7.2"
"212";"10000";"MW00000";"GM1978";"    83.7";"    11.3";"     7.1";"     1.5";"    48.5";"    50.0";"    34.7";"    15.2";"    47.7";"    44.8";"    13.9";"     7.3"
"213";"10000";"MW00000";"GM1955";"    76.2";"    16.9";"    11.5";"     0.7";"    42.2";"    57.1";"    38.9";"    18.2";"    49.1";"    49.5";"    14.4";"     5.0"
"214";"10000";"MW00000";"GM0335";"    83.9";"     9.6";"     5.1";"     1.7";"    50.3";"    48.0";"    34.8";"    13.2";"       .";"       .";"    12.7";"     6.8"
"215";"10000";"MW00000";"GM0944";"    82.7";"    14.0";"     7.2";"     1.6";"    55.1";"    43.3";"    33.8";"     9.5";"    56.4";"    55.0";"    11.4";"     6.8"
"216";"10000";"MW00000";"GM1740";"    78.3";"    15.1";"     8.8";"     1.1";"    40.8";"    58.0";"    37.7";"    20.3";"    40.5";"    37.2";"    16.6";"     3.8"
"217";"10000";"MW00000";"GM0946";"    79.8";"    14.5";"     8.3";"     2.0";"    48.5";"    49.4";"    35.0";"    14.4";"    50.0";"    48.2";"    11.9";"     4.9"
"218";"10000";"MW00000";"GM0356";"    75.9";"    14.7";"     8.7";"     1.4";"    45.2";"    53.3";"    35.6";"    17.7";"       .";"       .";"    14.2";"     4.9"
"219";"10000";"MW00000";"GM0569";"    83.4";"    10.9";"     6.0";"     1.7";"    50.9";"    47.4";"    33.0";"    14.4";"    44.6";"    53.9";"    12.7";"     6.6"
"220";"10000";"MW00000";"GM0267";"    81.4";"    12.8";"     5.8";"     1.3";"    50.0";"    48.8";"    36.2";"    12.6";"    54.1";"    53.9";"    15.7";"     7.9"
"221";"10000";"MW00000";"GM0268";"    76.0";"    11.3";"     7.1";"     2.5";"    56.0";"    41.5";"    30.3";"    11.2";"    54.9";"    58.8";"    19.3";"     7.7"
"222";"10000";"MW00000";"GM1930";"    74.4";"    17.8";"    12.3";"     1.7";"    37.7";"    60.6";"    39.5";"    21.0";"    41.1";"    42.0";"    17.5";"     5.3"
"223";"10000";"MW00000";"GM1970";"    80.5";"    11.8";"     7.9";"     0.9";"    46.0";"    53.1";"    39.0";"    14.1";"    47.7";"    39.1";"    18.6";"     6.4"
"224";"10000";"MW00000";"GM1695";"    74.6";"    13.5";"     9.4";"     2.2";"    41.3";"    56.5";"    40.7";"    15.8";"    44.6";"    38.1";"    14.8";"     6.2"
"225";"10000";"MW00000";"GM1699";"    81.8";"    15.0";"     8.9";"     0.9";"    47.6";"    51.5";"    40.7";"    10.8";"    53.3";"    50.1";"    12.1";"     7.6"
"226";"10000";"MW00000";"GM0171";"    82.9";"    13.9";"     7.4";"     1.5";"    49.6";"    48.9";"    34.7";"    14.2";"    48.4";"    49.0";"    18.9";"     3.6"
"227";"10000";"MW00000";"GM0575";"    85.8";"    11.9";"     8.1";"     1.4";"    47.8";"    50.9";"    36.7";"    14.2";"    52.7";"    56.4";"    15.3";"     8.6"
"228";"10000";"MW00000";"GM0820";"    81.7";"     9.4";"     6.4";"     2.0";"    50.4";"    47.6";"    34.3";"    13.3";"    51.4";"    61.3";"    10.6";"     5.9"
"229";"10000";"MW00000";"GM0302";"    81.4";"    13.9";"     7.8";"     1.6";"    45.3";"    53.1";"    38.7";"    14.4";"    48.5";"    41.8";"    17.6";"     6.1"
"230";"10000";"MW00000";"GM0579";"    83.3";"     8.6";"     6.2";"     2.1";"    58.7";"    39.2";"    30.2";"     9.0";"    54.2";"    59.0";"    10.7";"     6.1"
"231";"10000";"MW00000";"GM0823";"    79.8";"    12.2";"     6.2";"     2.5";"    46.2";"    51.2";"    38.2";"    13.0";"    50.0";"    59.3";"    11.9";"     9.7"
"232";"10000";"MW00000";"GM0824";"    79.6";"    11.0";"     6.9";"     1.5";"    49.6";"    48.9";"    34.6";"    14.2";"    51.1";"    57.2";"    12.4";"     7.8"
"233";"10000";"MW00000";"GM1895";"    69.5";"    20.8";"    13.7";"     0.9";"    39.6";"    59.5";"    37.0";"    22.6";"    39.5";"    36.8";"    17.7";"     6.3"
"234";"10000";"MW00000";"GM0269";"    79.9";"    15.0";"     9.1";"     1.6";"    44.7";"    53.6";"    35.1";"    18.6";"    46.4";"    41.8";"    14.6";"     5.3"
"235";"10000";"MW00000";"GM0173";"    81.7";"    15.0";"     8.8";"     1.1";"    45.9";"    53.0";"    38.6";"    14.4";"    53.1";"    52.2";"    15.0";"     6.2"
"236";"10000";"MW00000";"GM1773";"    80.8";"    14.8";"     8.5";"     2.6";"    44.4";"    53.0";"    36.9";"    16.1";"    51.2";"    44.4";"    17.2";"     7.7"
"237";"10000";"MW00000";"GM0175";"    83.7";"    13.1";"     6.2";"     1.0";"    47.9";"    51.2";"    35.7";"    15.5";"    51.8";"    48.2";"    14.0";"     7.2"
"238";"10000";"MW00000";"GM1586";"    83.6";"    15.7";"     8.7";"     0.9";"    45.0";"    54.1";"    41.3";"    12.8";"    59.6";"    57.5";"    15.0";"    10.1"
"239";"10000";"MW00000";"GM0826";"    79.0";"    15.0";"     9.0";"     2.2";"    44.3";"    53.6";"    38.8";"    14.8";"    47.8";"    53.1";"    14.2";"     5.2"
"240";"10000";"MW00000";"GM0085";"    80.1";"    13.7";"     9.5";"     1.9";"    44.0";"    54.1";"    38.9";"    15.2";"    51.5";"    43.2";"    13.8";"     6.6"
"241";"10000";"MW00000";"GM0431";"    81.4";"    13.0";"     7.4";"     0.5";"    45.9";"    53.5";"    36.4";"    17.2";"    49.2";"    54.9";"    13.1";"     6.6"
"242";"10000";"MW00000";"GM0432";"    81.4";"    11.7";"     6.9";"     1.8";"    53.4";"    44.9";"    34.9";"    10.0";"    49.5";"    52.8";"    15.8";"     9.9"
"243";"10000";"MW00000";"GM0086";"    82.5";"    11.2";"     7.0";"     1.7";"    46.5";"    51.8";"    37.9";"    14.0";"    53.2";"    46.7";"    15.4";"     6.1"
"244";"10000";"MW00000";"GM0828";"    77.1";"    18.0";"    11.5";"     1.0";"    45.3";"    53.7";"    36.5";"    17.2";"    45.4";"    51.7";"    19.1";"     6.8"
"245";"10000";"MW00000";"GM1509";"    80.1";"    16.7";"    11.1";"     0.7";"    42.1";"    57.2";"    37.2";"    20.0";"    48.3";"    44.7";"    15.6";"     6.5"
"246";"10000";"MW00000";"GM0437";"    82.9";"    12.6";"     8.1";"     1.4";"    58.0";"    40.6";"    31.9";"     8.8";"    54.5";"    61.1";"    13.5";"     7.1"
"247";"10000";"MW00000";"GM0589";"    80.1";"    11.5";"     7.8";"     0.9";"    51.6";"    47.5";"    32.9";"    14.6";"       .";"       .";"    11.9";"     6.3"
"248";"10000";"MW00000";"GM1734";"    80.9";"    13.8";"     8.2";"     1.9";"    47.6";"    50.5";"    37.0";"    13.5";"    54.3";"    52.9";"    17.4";"     6.1"
"249";"10000";"MW00000";"GM0590";"    80.8";"    14.2";"     8.4";"     1.6";"    44.8";"    53.6";"    38.5";"    15.1";"    43.0";"    45.6";"    10.6";"     4.1"
"250";"10000";"MW00000";"GM1894";"    80.1";"    13.3";"     7.9";"     1.9";"    48.4";"    49.7";"    36.1";"    13.6";"    54.9";"    52.0";"    15.4";"     7.5"
"251";"10000";"MW00000";"GM0765";"    70.3";"    20.8";"    16.6";"     0.9";"    35.7";"    63.4";"    38.4";"    25.1";"    43.0";"    32.8";"    20.9";"     3.6"
"252";"10000";"MW00000";"GM1926";"    83.2";"    11.4";"     7.1";"     1.7";"    51.4";"    46.9";"    33.8";"    13.1";"    50.4";"    57.3";"    12.1";"     4.5"
"253";"10000";"MW00000";"GM0439";"    78.7";"    13.2";"     8.1";"     1.0";"    43.9";"    55.1";"    37.4";"    17.7";"    41.9";"    43.4";"    19.1";"     4.8"
"254";"10000";"MW00000";"GM0273";"    80.8";"    13.8";"    10.0";"     1.3";"    42.9";"    55.7";"    41.2";"    14.6";"    47.6";"    48.2";"    17.6";"     6.4"
"255";"10000";"MW00000";"GM0177";"    82.8";"    11.5";"     7.3";"     0.8";"    47.8";"    51.4";"    35.9";"    15.5";"    53.6";"    53.1";"    13.2";"     7.7"
"256";"10000";"MW00000";"GM0703";"    77.3";"    13.9";"     8.6";"     0.7";"    45.9";"    53.4";"    37.5";"    15.9";"    49.2";"    35.7";"    17.6";"     5.9"
"257";"10000";"MW00000";"GM0274";"    81.1";"    14.0";"     8.0";"     1.6";"    53.4";"    44.9";"    31.3";"    13.7";"    56.9";"    54.1";"    11.5";"     5.6"
"258";"10000";"MW00000";"GM0339";"    84.3";"    11.6";"     6.0";"     1.9";"    51.5";"    46.6";"    33.6";"    13.0";"       .";"       .";"    16.7";"     6.1"
"259";"10000";"MW00000";"GM1667";"    83.0";"    12.2";"     5.8";"     0.4";"    44.1";"    55.5";"    40.5";"    15.0";"    49.2";"    60.2";"    11.7";"     6.8"
"260";"10000";"MW00000";"GM0275";"    78.3";"    17.2";"    10.6";"     1.2";"    47.4";"    51.4";"    35.2";"    16.2";"    54.0";"    50.2";"    18.0";"     6.0"
"261";"10000";"MW00000";"GM0340";"    80.0";"    13.2";"     7.9";"     2.0";"    49.3";"    48.7";"    35.6";"    13.2";"       .";"       .";"    13.4";"     5.1"
"262";"10000";"MW00000";"GM0597";"    78.4";"    13.7";"     8.7";"     1.0";"    41.0";"    58.0";"    39.7";"    18.3";"    37.8";"    40.9";"    13.9";"     5.9"
"263";"10000";"MW00000";"GM1742";"    84.4";"    13.5";"     8.4";"     1.3";"    46.6";"    52.2";"    36.7";"    15.5";"    48.8";"    46.4";"    15.6";"     9.6"
"264";"10000";"MW00000";"GM0603";"    76.4";"    17.1";"    12.0";"     2.1";"    50.4";"    47.5";"    33.5";"    14.0";"    44.5";"    47.2";"    13.7";"     4.2"
"265";"10000";"MW00000";"GM1669";"    76.3";"    15.4";"    10.6";"     0.8";"    44.3";"    54.9";"    38.9";"    16.0";"    48.9";"    44.2";"    16.9";"     7.2"
"266";"10000";"MW00000";"GM0957";"    73.9";"    17.0";"    10.9";"     1.6";"    46.0";"    52.4";"    35.9";"    16.5";"    50.8";"    47.1";"    21.3";"     6.4"
"267";"10000";"MW00000";"GM0736";"    85.0";"    12.8";"     6.9";"     1.1";"    52.3";"    46.6";"    33.9";"    12.7";"       .";"       .";"    12.2";"     7.7"
"268";"10000";"MW00000";"GM1674";"    76.5";"    17.0";"    10.4";"     2.3";"    41.6";"    56.1";"    38.8";"    17.3";"    49.8";"    46.9";"    14.8";"     5.2"
"269";"10000";"MW00000";"GM0599";"    75.2";"    18.4";"    12.2";"     1.9";"    48.5";"    49.6";"    33.4";"    16.2";"    45.5";"    49.8";"    20.7";"     5.6"
"270";"10000";"MW00000";"GM0277";"    85.8";"    10.9";"     6.3";"     0.2";"    57.5";"    42.3";"    35.5";"     6.9";"    52.8";"    62.7";"    10.0";"    10.3"
"271";"10000";"MW00000";"GM0840";"    72.0";"    20.1";"    13.7";"     0.8";"    43.7";"    55.5";"    36.8";"    18.7";"    41.7";"    42.2";"    16.3";"     6.3"
"272";"10000";"MW00000";"GM0441";"    80.6";"    12.2";"     6.9";"     2.0";"    49.4";"    48.6";"    36.8";"    11.9";"    55.5";"    55.0";"    14.4";"     8.3"
"273";"10000";"MW00000";"GM0279";"    84.3";"    12.2";"     9.1";"     1.5";"    45.0";"    53.6";"    38.0";"    15.6";"    55.8";"    45.5";"    18.0";"     6.5"
"274";"10000";"MW00000";"GM0606";"    75.9";"    18.2";"    11.7";"     1.1";"    42.7";"    56.2";"    37.2";"    19.0";"    43.2";"    47.4";"    21.0";"     5.4"
"275";"10000";"MW00000";"GM0088";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"276";"10000";"MW00000";"GM1676";"    78.5";"    15.4";"     9.9";"     1.2";"    46.7";"    52.1";"    38.4";"    13.7";"    50.9";"    44.6";"    16.5";"     6.4"
"277";"10000";"MW00000";"GM0965";"    74.7";"    18.3";"    12.9";"     0.9";"    44.9";"    54.2";"    35.2";"    18.9";"    39.9";"    43.8";"    17.3";"     3.7"
"278";"10000";"MW00000";"GM1702";"    81.6";"    13.2";"     7.2";"     2.0";"    49.5";"    48.5";"    36.1";"    12.4";"    53.4";"    59.4";"     9.5";"     6.6"
"279";"10000";"MW00000";"GM0845";"    80.6";"    13.6";"     8.0";"     1.5";"    51.4";"    47.1";"    34.1";"    13.0";"    50.5";"    56.2";"    15.0";"     6.4"
"280";"10000";"MW00000";"GM1883";"    71.1";"    18.9";"    12.4";"     1.9";"    42.8";"    55.3";"    37.5";"    17.7";"    45.9";"    46.0";"    18.3";"     5.3"
"281";"10000";"MW00000";"GM0610";"    76.0";"    15.4";"    10.7";"     1.0";"    43.2";"    55.8";"    38.5";"    17.4";"    42.7";"    39.6";"    16.4";"     4.0"
"282";"10000";"MW00000";"GM1714";"    73.2";"    19.6";"    12.2";"     2.1";"    43.2";"    54.7";"    39.1";"    15.6";"    49.3";"    39.6";"    17.9";"     6.9"
"283";"10000";"MW00000";"GM0090";"    79.5";"    15.7";"    10.4";"     1.2";"    47.2";"    51.6";"    35.7";"    15.9";"    51.0";"    45.5";"    18.0";"     6.8"
"284";"10000";"MW00000";"GM0342";"    81.9";"    12.4";"     6.8";"     1.7";"    52.1";"    46.2";"    33.8";"    12.4";"       .";"       .";"    13.4";"     6.9"
"285";"10000";"MW00000";"GM0847";"    81.5";"    13.2";"     8.1";"     1.8";"    50.3";"    47.9";"    36.9";"    11.0";"    48.1";"    48.3";"    12.0";"     7.0"
"286";"10000";"MW00000";"GM0848";"    81.8";"    13.5";"     7.8";"     1.3";"    49.1";"    49.6";"    37.1";"    12.5";"    53.5";"    59.9";"    11.3";"     4.9"
