"ID";"Leeftijd";"Marges";"RegioS";"ErvarenGezondheidGoedZeerGoed_1";"EenOfMeerLichamelijkeBeperkingen_3";"BeperkingInBewegen_6";"Ondergewicht_7";"NormaalGewicht_8";"Overgewicht_9";"MatigOvergewicht_10";"ErnstigOvergewichtObesitas_11";"VoldoetAanBeweegrichtlijn_12";"WekelijksSporter_13";"Rokers_17";"OvermatigDrinker_20"
"2080";"53115";"MBG0095";"GM0222";"    86.6";"    13.7";"     7.8";"     5.5";"    53.2";"    53.4";"    37.8";"    19.3";"    62.5";"    61.8";"    20.8";"     8.9"
"2081";"53115";"MBG0095";"GM0766";"    88.9";"    14.4";"     9.5";"     3.4";"    51.0";"    57.8";"    38.3";"    23.5";"    54.9";"    64.8";"    19.4";"     7.4"
"2082";"53115";"MBG0095";"GM0505";"    82.9";"    14.2";"     8.5";"     3.4";"    48.6";"    54.6";"    36.6";"    20.1";"    55.8";"    53.8";"    19.3";"     6.2"
"2083";"53115";"MBG0095";"GM0498";"    88.0";"    11.3";"     6.2";"     3.1";"    61.8";"    46.5";"    34.6";"    14.8";"    63.4";"    65.9";"    19.0";"     9.5"
"2084";"53115";"MBG0095";"GM1719";"    85.1";"    13.4";"     7.1";"     3.4";"    53.2";"    55.9";"    39.6";"    20.6";"    52.2";"    59.8";"    21.8";"    11.4"
"2085";"53115";"MBG0095";"GM0303";"    87.6";"    13.8";"     7.6";"     3.1";"    54.4";"    51.5";"    36.1";"    18.1";"    57.0";"    54.8";"    19.4";"     7.7"
"2086";"53115";"MBG0095";"GM0225";"    81.8";"    14.2";"     9.4";"     3.0";"    45.5";"    62.1";"    45.7";"    20.0";"    53.1";"    55.6";"    21.5";"     6.5"
"2087";"53115";"MBG0095";"GM0226";"    84.0";"    16.4";"     9.2";"     2.6";"    51.2";"    57.2";"    40.3";"    20.5";"    60.5";"    61.6";"    21.0";"     8.7"
"2088";"53115";"MBG0095";"GM1711";"    79.7";"    18.4";"     9.7";"     3.1";"    48.0";"    58.2";"    39.5";"    21.9";"    51.6";"    55.4";"    22.0";"     7.1"
"2089";"53115";"MBG0095";"GM0385";"    88.9";"    13.1";"     6.7";"     3.9";"    57.9";"    48.7";"    35.5";"    16.0";"    58.8";"    62.2";"    17.9";"    11.3"
"2090";"53115";"MBG0095";"GM0228";"    89.6";"    15.3";"     8.7";"     4.0";"    54.5";"    52.1";"    34.6";"    20.7";"    62.7";"    58.7";"    22.8";"     5.9"
"2091";"53115";"MBG0095";"GM0317";"    88.2";"     8.3";"     5.5";"     3.8";"    53.5";"    55.0";"    42.2";"    16.9";"       .";"       .";"    22.2";"    11.8"
"2092";"53115";"MBG0095";"GM0770";"    89.5";"    14.1";"     3.7";"     1.3";"    61.5";"    48.7";"    35.0";"    17.6";"    60.4";"    63.0";"    14.8";"    10.2"
"2093";"53115";"MBG0095";"GM1903";"    85.2";"    13.0";"     7.5";"     3.1";"    52.4";"    52.1";"    37.7";"    16.7";"    54.9";"    56.7";"    19.4";"     7.0"
"2094";"53115";"MBG0095";"GM0772";"    83.1";"    12.1";"     6.1";"     2.8";"    59.2";"    43.2";"    30.9";"    13.7";"    59.2";"    61.3";"    20.7";"     6.1"
"2095";"53115";"MBG0095";"GM0230";"    88.5";"    10.9";"     6.8";"     5.1";"    52.9";"    54.7";"    39.6";"    18.9";"    56.4";"    56.7";"    22.7";"     7.8"
"2096";"53115";"MBG0095";"GM0114";"    87.0";"    14.7";"     8.8";"     5.6";"    49.3";"    61.4";"    41.9";"    25.1";"    58.9";"    48.2";"    26.6";"     8.7"
"2097";"53115";"MBG0095";"GM0388";"    84.0";"    14.4";"     7.1";"     4.7";"    56.8";"    52.1";"    36.9";"    19.2";"    58.3";"    57.7";"    24.9";"     9.3"
"2098";"53115";"MBG0095";"GM0153";"    84.5";"    16.8";"    10.1";"     2.5";"    55.6";"    52.0";"    36.3";"    19.0";"    61.8";"    56.4";"    24.2";"     8.6"
"2099";"53115";"MBG0095";"GM0232";"    87.3";"    14.2";"     9.6";"     2.5";"    52.8";"    55.8";"    42.2";"    17.3";"    60.4";"    59.4";"    21.8";"     9.2"
"2100";"53115";"MBG0095";"GM0233";"    87.0";"     9.8";"     3.9";"     3.5";"    54.3";"    53.8";"    39.8";"    17.6";"    58.0";"    57.3";"    23.4";"     6.2"
"2101";"53115";"MBG0095";"GM0777";"    84.5";"    14.7";"     9.2";"     4.4";"    51.2";"    53.5";"    38.9";"    17.1";"    56.4";"    61.9";"    16.2";"     7.4"
"2102";"53115";"MBG0095";"GM1940";"    88.6";"    10.0";"     5.2";"     5.1";"    54.2";"    51.0";"    38.7";"    15.1";"    60.9";"    62.5";"    19.7";"    10.7"
"2103";"53115";"MBG0095";"GM0779";"    83.7";"    16.7";"    11.1";"     4.3";"    46.4";"    62.4";"    43.8";"    23.5";"    49.6";"    57.4";"    18.8";"     5.7"
"2104";"53115";"MBG0095";"GM1771";"    87.5";"    14.0";"    10.2";"     4.6";"    53.4";"    54.1";"    38.5";"    19.5";"    60.5";"    62.4";"    21.9";"    10.2"
"2105";"53115";"MBG0095";"GM1652";"    87.8";"    12.5";"     5.7";"     2.1";"    54.4";"    53.3";"    41.1";"    15.2";"    60.4";"    66.2";"    16.7";"    10.7"
"2106";"53115";"MBG0095";"GM0907";"    85.7";"    15.3";"     7.1";"     3.7";"    56.4";"    53.3";"    39.8";"    17.1";"    60.4";"    61.0";"    21.8";"     6.2"
"2107";"53115";"MBG0095";"GM0784";"    86.5";"    14.1";"     8.6";"     4.1";"    53.8";"    54.1";"    39.9";"    17.8";"    59.4";"    64.3";"    16.5";"     8.8"
"2108";"53115";"MBG0095";"GM1924";"    88.5";"    11.5";"     6.9";"     1.6";"    53.1";"    55.8";"    41.1";"    18.7";"    51.9";"    52.2";"    17.8";"     7.6"
"2109";"53115";"MBG0095";"GM0664";"    86.5";"    13.8";"     8.0";"     3.6";"    56.5";"    51.3";"    38.8";"    15.6";"    61.9";"    56.3";"    22.3";"     6.9"
"2110";"53115";"MBG0095";"GM0785";"    88.2";"    12.6";"     5.0";"     4.0";"    49.3";"    59.0";"    43.6";"    19.3";"    60.4";"    64.4";"    19.5";"     5.6"
"2111";"53115";"MBG0095";"GM1942";"    87.9";"     9.0";"     5.4";"     4.8";"    59.7";"    44.2";"    34.8";"    11.3";"    59.6";"    66.0";"    21.0";"     9.7"
"2112";"53115";"MBG0095";"GM0512";"    85.9";"    16.4";"     9.4";"     2.1";"    54.2";"    53.1";"    38.1";"    18.0";"    54.5";"    57.0";"    22.6";"     5.6"
"2113";"53115";"MBG0095";"GM0513";"    86.4";"    12.8";"     7.8";"     2.7";"    57.0";"    48.8";"    33.7";"    17.7";"    59.9";"    59.5";"    19.5";"     5.9"
"2114";"53115";"MBG0095";"GM0786";"    85.3";"    13.8";"     9.3";"     6.7";"    56.5";"    55.5";"    39.7";"    21.5";"    52.8";"    62.6";"    21.6";"     8.8"
"2115";"53115";"MBG0095";"GM0518";"    81.3";"    17.9";"    10.5";"     3.0";"    54.8";"    46.7";"    33.0";"    15.0";"    56.2";"    56.8";"    22.3";"     5.0"
"2116";"53115";"MBG0095";"GM0014";"    86.3";"     8.9";"     4.4";"     4.2";"    64.3";"    39.2";"    29.4";"    11.7";"    64.8";"    64.0";"    27.9";"    10.0"
"2117";"53115";"MBG0095";"GM1729";"    85.9";"    12.4";"     5.5";"     3.4";"    56.9";"    51.6";"    37.6";"    17.7";"    48.9";"    56.9";"    20.7";"     8.9"
"2118";"53115";"MBG0095";"GM0158";"    91.0";"    14.5";"     9.3";"     5.3";"    52.1";"    54.2";"    38.0";"    20.2";"    63.2";"    62.5";"    20.9";"    10.6"
"2119";"53115";"MBG0095";"GM0788";"    89.3";"    10.7";"     6.0";"     2.0";"    56.2";"    53.5";"    38.9";"    18.4";"    60.9";"    71.8";"    19.0";"    11.9"
"2120";"53115";"MBG0095";"GM0392";"    87.0";"    10.7";"     5.7";"     2.8";"    60.9";"    42.4";"    31.2";"    12.8";"    66.6";"    64.7";"    18.6";"     6.5"
"2121";"53115";"MBG0095";"GM0394";"    85.7";"    10.3";"     5.5";"     2.1";"    53.4";"    48.3";"    35.1";"    14.3";"    56.6";"    61.8";"    16.3";"     5.5"
"2122";"53115";"MBG0095";"GM1655";"    88.0";"    12.3";"     8.8";"     1.9";"    52.5";"    57.7";"    39.2";"    23.3";"    54.4";"    64.4";"    21.7";"     6.8"
"2123";"53115";"MBG0095";"GM0160";"    89.6";"    13.9";"     5.4";"     3.5";"    49.7";"    56.3";"    38.5";"    20.8";"    56.4";"    53.8";"    22.6";"    11.4"
"2124";"53115";"MBG0095";"GM0243";"    84.0";"    15.1";"     9.0";"     2.2";"    52.3";"    57.4";"    39.8";"    22.0";"    59.2";"    58.2";"    22.0";"     5.8"
"2125";"53115";"MBG0095";"GM0523";"    90.3";"    12.1";"     7.9";"     3.1";"    54.2";"    53.1";"    40.0";"    15.9";"    53.7";"    52.1";"    21.2";"     7.2"
"2126";"53115";"MBG0095";"GM0072";"    85.3";"    13.8";"     8.1";"     3.9";"    51.0";"    58.4";"    39.2";"    23.8";"    66.3";"    57.7";"    29.7";"    12.7"
"2127";"53115";"MBG0095";"GM0244";"    89.7";"     8.9";"     6.8";"     4.3";"    60.4";"    48.9";"    37.2";"    15.8";"    65.9";"    67.0";"    22.1";"     7.4"
"2128";"53115";"MBG0095";"GM0396";"    86.9";"    14.7";"     6.9";"     3.6";"    51.7";"    55.3";"    40.2";"    18.7";"    66.3";"    68.0";"    18.3";"     7.7"
"2129";"53115";"MBG0095";"GM0397";"    90.8";"     9.4";"     5.4";"     2.6";"    65.3";"    43.1";"    35.1";"    10.8";"    73.9";"    77.1";"    16.8";"     9.7"
"2130";"53115";"MBG0095";"GM0246";"    89.7";"    11.2";"     6.1";"     3.1";"    57.1";"    51.7";"    39.3";"    15.9";"    62.9";"    61.4";"    19.8";"    11.0"
"2131";"53115";"MBG0095";"GM0074";"    89.3";"    10.0";"     5.7";"     3.7";"    54.1";"    51.5";"    37.3";"    17.2";"    62.0";"    57.2";"    22.6";"     7.5"
"2132";"53115";"MBG0095";"GM0398";"    83.0";"    13.7";"     7.1";"     3.8";"    51.3";"    55.7";"    40.2";"    18.7";"    62.6";"    60.9";"    19.3";"     7.3"
"2133";"53115";"MBG0095";"GM0917";"    76.6";"    21.4";"    12.3";"     3.3";"    45.6";"    57.3";"    37.0";"    22.4";"    47.4";"    46.4";"    27.9";"     6.7"
"2134";"53115";"MBG0095";"GM1658";"    88.6";"    11.5";"     6.3";"     5.2";"    58.3";"    50.1";"    37.9";"    16.0";"    62.0";"    68.7";"    12.8";"    12.1"
"2135";"53115";"MBG0095";"GM0399";"    90.0";"     9.3";"     4.9";"     5.4";"    66.0";"    39.7";"    29.6";"    12.9";"    65.8";"    69.8";"    19.5";"    10.8"
"2136";"53115";"MBG0095";"GM0400";"    84.6";"    16.4";"     8.1";"     1.5";"    46.1";"    62.2";"    43.5";"    22.6";"    57.5";"    54.2";"    25.0";"     8.2"
"2137";"53115";"MBG0095";"GM0163";"    88.2";"    13.9";"     8.2";"     4.1";"    49.8";"    56.8";"    45.8";"    14.3";"    62.1";"    61.8";"    19.2";"    13.0"
"2138";"53115";"MBG0095";"GM0530";"    85.2";"    20.0";"    12.7";"     5.6";"    49.4";"    58.2";"    40.7";"    22.2";"    45.5";"    48.0";"    24.4";"     6.7"
"2139";"53115";"MBG0095";"GM0794";"    81.2";"    18.4";"    11.7";"     2.2";"    49.2";"    56.8";"    36.4";"    23.4";"    54.5";"    54.0";"    23.5";"     6.9"
"2140";"53115";"MBG0095";"GM0531";"    89.9";"    12.8";"     6.1";"     6.1";"    54.6";"    50.9";"    36.7";"    17.4";"    49.7";"    62.7";"    17.2";"     6.5"
"2141";"53115";"MBG0095";"GM0164";"    86.4";"    12.9";"     7.1";"     2.5";"    56.7";"    52.4";"    36.6";"    19.7";"    57.7";"    60.7";"    27.5";"    10.8"
"2142";"53115";"MBG0095";"GM0796";"    84.8";"    11.6";"     6.0";"     3.1";"    56.7";"    47.6";"    36.8";"    12.6";"    54.1";"    63.8";"    23.1";"     6.4"
"2143";"53115";"MBG0095";"GM0252";"    85.3";"     8.2";"     3.2";"     2.7";"    62.7";"    46.1";"    37.0";"    12.0";"    64.4";"    73.3";"    18.4";"    10.9"
"2144";"53115";"MBG0095";"GM0797";"    85.5";"    15.3";"     9.6";"     6.3";"    54.9";"    52.9";"    38.7";"    17.6";"    52.7";"    62.8";"    18.1";"     5.8"
"2145";"53115";"MBG0095";"GM0534";"    87.9";"    15.4";"     7.5";"     5.5";"    58.8";"    48.2";"    35.3";"    16.3";"    51.5";"    59.4";"    17.4";"     8.8"
"2146";"53115";"MBG0095";"GM0798";"    89.6";"    13.5";"     6.4";"     2.3";"    60.8";"    47.5";"    37.5";"    12.8";"    60.6";"    69.1";"    14.9";"    13.0"
"2147";"53115";"MBG0095";"GM0402";"    88.8";"    10.0";"     5.7";"     4.2";"    58.6";"    45.6";"    33.9";"    14.0";"    56.6";"    59.6";"    24.5";"     6.9"
"2148";"53115";"MBG0095";"GM1963";"    88.5";"     8.6";"     5.2";"     3.7";"    55.7";"    51.8";"    39.0";"    16.0";"    54.9";"    57.6";"    20.0";"     6.5"
"2149";"53115";"MBG0095";"GM1735";"    89.1";"    11.9";"     6.8";"     2.6";"    49.4";"    54.9";"    40.1";"    17.1";"    60.5";"    61.1";"    21.9";"    13.3"
"2150";"53115";"MBG0095";"GM1966";"    83.9";"    10.4";"     6.7";"     2.6";"    51.9";"    54.1";"    41.3";"    15.4";"    56.9";"    50.2";"    23.5";"     9.8"
"2151";"53115";"MBG0095";"GM1911";"    85.1";"    10.0";"     7.0";"     3.6";"    54.4";"    53.5";"    37.3";"    19.8";"    56.3";"    54.0";"    25.5";"    10.2"
"2152";"53115";"MBG0095";"GM0118";"    85.1";"    18.8";"    11.4";"     3.3";"    53.8";"    58.5";"    43.3";"    20.7";"    60.2";"    56.3";"    35.6";"    12.1"
"2153";"53115";"MBG0095";"GM0405";"    83.7";"    13.0";"     8.4";"     4.7";"    53.9";"    51.8";"    37.8";"    16.9";"    58.4";"    60.2";"    22.6";"     6.8"
"2154";"53115";"MBG0095";"GM1507";"    85.3";"    11.7";"     6.4";"     2.7";"    50.7";"    54.9";"    40.2";"    17.3";"    61.5";"    63.8";"    19.9";"     9.2"
"2155";"53115";"MBG0095";"GM0321";"    84.9";"     9.4";"     4.1";"     3.0";"    60.9";"    44.8";"    34.0";"    13.3";"       .";"       .";"    13.7";"     4.7"
"2156";"53115";"MBG0095";"GM0406";"    85.2";"    11.1";"     6.6";"     3.5";"    52.6";"    53.8";"    38.6";"    18.3";"    52.5";"    56.8";"    23.1";"     7.9"
"2157";"53115";"MBG0095";"GM0677";"    85.7";"    11.2";"     7.2";"     4.5";"    54.6";"    53.0";"    37.8";"    18.8";"    61.2";"    58.9";"    18.3";"     8.3"
"2158";"53115";"MBG0095";"GM0353";"    84.5";"    12.1";"     7.3";"     3.2";"    51.7";"    55.8";"    40.1";"    19.5";"       .";"       .";"    20.5";"     6.1"
"2159";"53115";"MBG0095";"GM1884";"    88.2";"    10.3";"     5.8";"     2.5";"    53.8";"    52.9";"    39.7";"    15.9";"    53.4";"    61.6";"    16.3";"    11.8"
"2160";"53115";"MBG0095";"GM0166";"    86.0";"    15.5";"     7.3";"     3.1";"    56.5";"    50.7";"    36.3";"    17.4";"    58.1";"    53.9";"    28.1";"     9.2"
"2161";"53115";"MBG0095";"GM0678";"    85.1";"    13.3";"     7.9";"     3.7";"    53.1";"    54.4";"    41.5";"    16.2";"    62.6";"    59.1";"    16.9";"     5.0"
"2162";"53115";"MBG0095";"GM0537";"    88.6";"    11.1";"     6.0";"     2.2";"    54.0";"    54.0";"    35.6";"    21.7";"    61.6";"    54.4";"    22.8";"    11.7"
"2163";"53115";"MBG0095";"GM0928";"    77.0";"    24.1";"    15.3";"     3.8";"    41.7";"    62.4";"    39.1";"    26.2";"    43.4";"    43.1";"    30.4";"     6.5"
"2164";"53115";"MBG0095";"GM1598";"    91.9";"     9.1";"     5.4";"     4.0";"    60.0";"    47.4";"    37.0";"    13.5";"    63.6";"    69.1";"    24.2";"    11.9"
"2165";"53115";"MBG0095";"GM0542";"    85.5";"    15.5";"    10.5";"     3.4";"    54.6";"    53.7";"    38.3";"    19.3";"    46.4";"    52.2";"    18.8";"     7.0"
"2166";"53115";"MBG0095";"GM1931";"    89.7";"     8.3";"     4.6";"     4.4";"    52.8";"    51.5";"    38.2";"    15.5";"    54.7";"    58.0";"    17.1";"     6.9"
"2167";"53115";"MBG0095";"GM1659";"    90.9";"    11.9";"     5.6";"     3.3";"    54.6";"    54.4";"    41.6";"    16.6";"    57.9";"    63.1";"    22.8";"    12.5"
"2168";"53115";"MBG0095";"GM1685";"    88.6";"    16.7";"     7.9";"     1.7";"    58.7";"    49.2";"    34.5";"    17.8";"    63.3";"    72.2";"    15.3";"    10.9"
"2169";"53115";"MBG0095";"GM0882";"    76.3";"    19.4";"    11.0";"     2.6";"    44.7";"    60.2";"    40.5";"    22.3";"    47.2";"    47.7";"    26.9";"     5.9"
"2170";"53115";"MBG0095";"GM0415";"    88.6";"    11.1";"     4.9";"     3.7";"    58.5";"    49.7";"    35.5";"    17.8";"    57.4";"    59.8";"    22.0";"    10.4"
"2171";"53115";"MBG0095";"GM0416";"    87.7";"    10.0";"     6.6";"     4.4";"    57.6";"    49.9";"    38.6";"    14.4";"    59.3";"    69.6";"    19.3";"     8.8"
"2172";"53115";"MBG0095";"GM1621";"    90.7";"     7.8";"     5.0";"     1.0";"    62.8";"    45.5";"    34.1";"    14.5";"    59.0";"    66.8";"    16.3";"     9.3"
"2173";"53115";"MBG0095";"GM0417";"    93.7";"     7.8";"     3.4";"     6.6";"    61.3";"    46.8";"    36.3";"    14.5";"    53.4";"    66.4";"    18.2";"    12.7"
"2174";"53115";"MBG0095";"GM0080";"    86.7";"     8.7";"     4.8";"     3.8";"    54.5";"    50.3";"    37.1";"    15.6";"    65.7";"    57.2";"    24.6";"    11.5"
"2175";"53115";"MBG0095";"GM0546";"    87.8";"     8.4";"     4.5";"     4.5";"    62.7";"    39.1";"    28.6";"    12.2";"    62.2";"    65.4";"    21.9";"     8.1"
"2176";"53115";"MBG0095";"GM0547";"    89.2";"    14.2";"     9.2";"     4.3";"    60.3";"    48.2";"    34.3";"    17.7";"    59.2";"    61.0";"    20.8";"     8.3"
"2177";"53115";"MBG0095";"GM1916";"    84.9";"    12.4";"     7.1";"     2.9";"    55.7";"    46.4";"    33.5";"    14.3";"    56.5";"    63.6";"    16.9";"     5.8"
"2178";"53115";"MBG0095";"GM0995";"    81.7";"    18.8";"    12.3";"     3.3";"    52.1";"    58.0";"    42.2";"    20.1";"    59.7";"    55.1";"    24.5";"     3.7"
"2179";"53115";"MBG0095";"GM1640";"    86.3";"    12.5";"     4.8";"     2.9";"    53.5";"    52.1";"    38.8";"    15.8";"    55.6";"    56.8";"    22.4";"     8.4"
"2180";"53115";"MBG0095";"GM0327";"    88.4";"     9.5";"     5.8";"     2.9";"    60.1";"    46.0";"    34.9";"    13.9";"       .";"       .";"    17.2";"     7.4"
"2181";"53115";"MBG0095";"GM1705";"    87.7";"    13.8";"     7.5";"     3.6";"    51.9";"    54.3";"    38.1";"    19.2";"    59.0";"    64.2";"    20.7";"     6.9"
"2182";"53115";"MBG0095";"GM0553";"    87.9";"    11.9";"     7.3";"     4.8";"    58.1";"    49.8";"    38.9";"    14.6";"    55.2";"    62.9";"    22.9";"    11.2"
"2183";"53115";"MBG0095";"GM0262";"    87.3";"    13.0";"     6.6";"     3.4";"    54.9";"    52.0";"    38.9";"    16.2";"    60.9";"    61.1";"    20.2";"     9.5"
"2184";"53115";"MBG0095";"GM0809";"    85.1";"    18.6";"    12.4";"     4.3";"    55.3";"    53.1";"    35.5";"    21.5";"    56.3";"    61.2";"    20.4";"    12.2"
"2185";"53115";"MBG0095";"GM0331";"    89.0";"    11.2";"     6.4";"     2.4";"    61.1";"    47.4";"    36.1";"    15.0";"       .";"       .";"    18.5";"     7.1"
"2186";"53115";"MBG0095";"GM0024";"    81.0";"    14.7";"     8.2";"     3.4";"    49.2";"    59.4";"    39.2";"    24.5";"    50.4";"    53.4";"    24.9";"    12.1"
"2187";"53115";"MBG0095";"GM0168";"    89.1";"    17.7";"     9.2";"     1.9";"    47.8";"    60.6";"    43.5";"    21.3";"    61.5";"    60.6";"    21.1";"    13.2"
"2188";"53115";"MBG0095";"GM0263";"    84.4";"    14.0";"     7.1";"     2.9";"    50.1";"    58.1";"    43.1";"    18.7";"    47.5";"    52.8";"    27.3";"     6.2"
"2189";"53115";"MBG0095";"GM1641";"    85.8";"    13.8";"     8.7";"     3.3";"    52.8";"    54.0";"    39.0";"    18.1";"    57.3";"    53.1";"    22.1";"     7.7"
"2190";"53115";"MBG0095";"GM0556";"    83.8";"    18.0";"     9.7";"     5.5";"    52.2";"    55.8";"    37.0";"    23.3";"    50.3";"    56.9";"    24.7";"     7.7"
"2191";"53115";"MBG0095";"GM0935";"    82.7";"    13.4";"     7.3";"     3.8";"    58.6";"    42.3";"    28.7";"    14.8";"    59.1";"    58.9";"    25.4";"     8.4"
"2192";"53115";"MBG0095";"GM0420";"    88.7";"    12.4";"     6.1";"     3.0";"    54.9";"    52.5";"    41.3";"    14.1";"    61.2";"    61.9";"    20.6";"    12.7"
"2193";"53115";"MBG0095";"GM0938";"    86.0";"    12.3";"     5.9";"     3.2";"    51.8";"    53.4";"    39.4";"    16.5";"    54.7";"    58.4";"    21.2";"     6.7"
"2194";"53115";"MBG0095";"GM1948";"    84.0";"    13.6";"     8.0";"     3.2";"    53.1";"    52.0";"    38.1";"    16.3";"    57.9";"    66.1";"    18.2";"     8.6"
"2195";"53115";"MBG0095";"GM0119";"    87.1";"    15.5";"     7.4";"     2.3";"    55.2";"    55.7";"    42.6";"    17.2";"    58.7";"    57.7";"    29.6";"    11.6"
"2196";"53115";"MBG0095";"GM0687";"    84.8";"    13.3";"     5.9";"     3.5";"    59.9";"    48.0";"    37.2";"    13.8";"    61.3";"    57.5";"    21.9";"     7.8"
"2197";"53115";"MBG0095";"GM1842";"    91.2";"     8.6";"     3.3";"     3.7";"    61.8";"    43.5";"    33.2";"    12.6";"    62.1";"    66.6";"    13.9";"     8.1"
"2198";"53115";"MBG0095";"GM1731";"    88.9";"    11.1";"     6.5";"     3.9";"    57.1";"    53.4";"    37.8";"    20.2";"    60.8";"    61.8";"    22.9";"    14.6"
"2199";"53115";"MBG0095";"GM1952";"    80.7";"    15.5";"    10.2";"     4.9";"    42.6";"    63.7";"    45.4";"    22.1";"    55.4";"    50.2";"    25.1";"     7.0"
"2200";"53115";"MBG0095";"GM0815";"    85.8";"    13.9";"     5.7";"     3.8";"    53.0";"    52.7";"    38.6";"    16.9";"    59.1";"    60.2";"    14.3";"     8.5"
"2201";"53115";"MBG0095";"GM1709";"    85.2";"    15.9";"     8.9";"     5.8";"    49.7";"    58.5";"    38.6";"    24.6";"    51.5";"    55.3";"    22.7";"    10.2"
"2202";"53115";"MBG0095";"GM1978";"    89.9";"    10.2";"     5.7";"     3.0";"    56.6";"    50.9";"    36.6";"    17.5";"    55.8";"    54.6";"    20.2";"    10.4"
"2203";"53115";"MBG0095";"GM1955";"    83.9";"    14.1";"     8.8";"     2.0";"    50.1";"    58.4";"    41.7";"    20.3";"    59.2";"    60.6";"    21.3";"     7.2"
"2204";"53115";"MBG0095";"GM0335";"    90.1";"     8.3";"     4.0";"     3.3";"    56.8";"    49.6";"    36.6";"    15.9";"       .";"       .";"    17.4";"     8.9"
"2205";"53115";"MBG0095";"GM0944";"    89.5";"    14.1";"     7.3";"     3.4";"    63.4";"    45.5";"    35.8";"    13.0";"    63.0";"    65.7";"    18.6";"     9.8"
"2206";"53115";"MBG0095";"GM1740";"    84.5";"    14.0";"     7.5";"     2.1";"    47.6";"    59.3";"    39.2";"    23.5";"    46.5";"    44.0";"    22.8";"     5.3"
"2207";"53115";"MBG0095";"GM0946";"    88.5";"    12.8";"     6.3";"     5.1";"    56.9";"    50.6";"    36.6";"    17.5";"    56.2";"    59.3";"    16.4";"     8.1"
"2208";"53115";"MBG0095";"GM0356";"    81.8";"    13.6";"     7.9";"     2.4";"    50.5";"    54.7";"    36.9";"    20.5";"       .";"       .";"    17.9";"     5.6"
"2209";"53115";"MBG0095";"GM0569";"    90.7";"    10.0";"     4.7";"     4.0";"    59.4";"    48.4";"    34.5";"    17.2";"    50.8";"    63.2";"    19.2";"     9.0"
"2210";"53115";"MBG0095";"GM0267";"    87.9";"    12.8";"     5.0";"     2.9";"    57.0";"    51.0";"    39.1";"    15.0";"    62.4";"    63.8";"    22.1";"    11.3"
"2211";"53115";"MBG0095";"GM0268";"    81.7";"     9.1";"     5.2";"     3.8";"    61.6";"    41.0";"    30.9";"    11.8";"    61.5";"    66.3";"    24.3";"     9.3"
"2212";"53115";"MBG0095";"GM1930";"    80.5";"    17.8";"    11.2";"     3.6";"    44.4";"    61.6";"    41.3";"    24.0";"    48.8";"    51.1";"    23.2";"     7.1"
"2213";"53115";"MBG0095";"GM1970";"    85.4";"    11.8";"     8.2";"     2.3";"    51.8";"    56.4";"    42.3";"    17.5";"    56.6";"    48.3";"    26.8";"     9.6"
"2214";"53115";"MBG0095";"GM1695";"    82.2";"    13.6";"     9.4";"     5.1";"    47.8";"    60.7";"    44.6";"    20.3";"    53.2";"    47.2";"    22.3";"     7.6"
"2215";"53115";"MBG0095";"GM1699";"    91.2";"    11.8";"     5.4";"     2.5";"    56.2";"    53.8";"    45.0";"    12.0";"    65.5";"    67.2";"    18.7";"    11.2"
"2216";"53115";"MBG0095";"GM0171";"    90.3";"    15.2";"     8.2";"     2.0";"    58.8";"    54.2";"    39.7";"    19.8";"    56.4";"    60.0";"    28.0";"     5.8"
"2217";"53115";"MBG0095";"GM0575";"    91.9";"    13.8";"     9.7";"     3.8";"    55.6";"    53.5";"    40.1";"    17.3";"    60.1";"    65.6";"    20.8";"    11.9"
"2218";"53115";"MBG0095";"GM0820";"    88.7";"     8.4";"     5.7";"     5.6";"    59.5";"    51.6";"    37.0";"    19.4";"    58.8";"    73.5";"    18.8";"     7.9"
"2219";"53115";"MBG0095";"GM0302";"    88.3";"    12.4";"     6.1";"     3.5";"    51.4";"    56.8";"    43.2";"    17.3";"    58.4";"    51.4";"    25.8";"     9.6"
"2220";"53115";"MBG0095";"GM0579";"    91.4";"     8.3";"     7.1";"     4.1";"    66.3";"    41.4";"    32.8";"    11.7";"    61.8";"    68.0";"    16.1";"     8.6"
"2221";"53115";"MBG0095";"GM0823";"    86.4";"    11.1";"     4.3";"     4.9";"    53.7";"    53.0";"    41.0";"    15.2";"    58.3";"    69.7";"    15.5";"    13.4"
"2222";"53115";"MBG0095";"GM0824";"    87.6";"     9.2";"     5.1";"     3.5";"    56.9";"    50.5";"    36.8";"    16.8";"    59.3";"    68.5";"    17.6";"     9.9"
"2223";"53115";"MBG0095";"GM1895";"    78.6";"    21.8";"    13.7";"     2.8";"    47.2";"    62.2";"    39.4";"    27.5";"    49.9";"    48.6";"    25.3";"    10.7"
"2224";"53115";"MBG0095";"GM0269";"    88.2";"    13.5";"     7.8";"     3.8";"    51.7";"    56.4";"    38.5";"    21.9";"    56.1";"    51.6";"    20.1";"     8.6"
"2225";"53115";"MBG0095";"GM0173";"    88.6";"    14.5";"     6.7";"     3.2";"    52.1";"    55.4";"    42.4";"    16.6";"    63.0";"    61.5";"    21.2";"     8.7"
"2226";"53115";"MBG0095";"GM1773";"    87.5";"    14.8";"     7.7";"     5.6";"    51.9";"    54.7";"    39.8";"    18.5";"    59.4";"    53.8";"    25.0";"    10.7"
