"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"ErvarenGezondheidGoedZeerGoed_4";"VoldoetAanBeweegrichtlijn_5";"WekelijkseSporters_6";"Ondergewicht_7";"NormaalGewicht_8";"Overgewicht_9";"ErnstigOvergewicht_10";"Roker_11";"EenOfMeerLangdurigeAandoeningen_16";"BeperktVanwegeGezondheid_17";"ErnstigBeperktVanwegeGezondheid_18";"LangdurigeZiekteEnBeperkt_19";"BeperkingInBewegen_23";"LopenEnOfFietsenNaarSchoolOfWerk_34";"LopenNaarSchoolOfWerk_35";"FietsenNaarSchoolOfWerk_36"
"25958";"20300";"MW00000";"BU04160003";"2020JJ00";"Langedijk                               ";"Buurt     ";"BU04160003          ";"82.8";"56.1";"56.4";"1.9";"51";"47.6";"12.4";"14.5";"29.7";"27.5";"3.5";"26.1";"6.6";;;
"25961";"20300";"MW00000";"BU04160004";"2020JJ00";"Langedijk                               ";"Buurt     ";"BU04160004          ";"79";"52.5";"47.7";"1.7";"45.1";"52.6";"14.8";"22.3";"33.2";"31.5";"4.5";"29.8";"6.4";;;
"25964";"20300";"MW00000";"BU04160005";"2020JJ00";"Langedijk                               ";"Buurt     ";"BU04160005          ";"82.2";"55.7";"56.5";"2";"52.1";"46.6";"12.4";"13.1";"30.8";"28.8";"3.8";"27.3";"6.8";;;
"25967";"20300";"MW00000";"BU04160006";"2020JJ00";"Langedijk                               ";"Buurt     ";"BU04160006          ";"83.8";"59.7";"55.5";"2.2";"50.3";"46.1";"11.3";"14.7";"27.3";"27.6";"2.7";"25.4";"4.4";;;
"25970";"20300";"MW00000";"GM1621    ";"2020JJ00";"Lansingerland                           ";"Gemeente  ";"GM1621              ";"83";"49";"54.3";"1.8";"50.4";"48.6";"13.6";"12.9";"29.2";"25.9";"3.7";"24.1";"6.6";;;
"25973";"20300";"MW00000";"WK162111  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162111            ";"79.7";"45.9";"48.5";"1.8";"49";"50";"14.8";"13.6";"32.6";"30.2";"4.7";"28.2";"9.3";;;
"25976";"20300";"MW00000";"BU16211111";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211111          ";"79.4";"45.8";"48.2";"1.8";"48.7";"50.3";"15";"13.7";"32.8";"30.4";"4.7";"28.4";"9.5";;;
"25979";"20300";"MW00000";"BU16211121";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211121          ";"86.1";"50.3";"55.8";"1.7";"54.3";"44.4";"10.6";"10.7";"28.4";"23.9";"2.6";"22.6";"4.8";;;
"25982";"20300";"MW00000";"WK162112  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162112            ";"84.9";"51.1";"57.6";"2";"52";"46.5";"12.8";"12.8";"27.5";"23.4";"3.1";"21.7";"5";;;
"25985";"20300";"MW00000";"BU16211211";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211211          ";"84.2";"51.6";"56.6";"2.1";"51.4";"47.1";"12.5";"12.1";"29.1";"24.8";"3.4";"23.2";"5.3";;;
"25988";"20300";"MW00000";"BU16211221";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211221          ";"86.1";"51.7";"59.5";"2";"53.2";"45.4";"12.2";"12.1";"26.6";"22.2";"2.7";"20.6";"4.2";;;
"25991";"20300";"MW00000";"BU16211231";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211231          ";"82.9";"49.3";"54.4";"2";"49.9";"48.1";"14.7";"15.5";"27.2";"24.1";"3.8";"22.2";"6.3";;;
"25994";"20300";"MW00000";"WK162113  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162113            ";"83.4";"49.6";"55.2";"1.8";"50.2";"48.4";"14.1";"13.6";"28.1";"24.7";"3.4";"23";"6";;;
"25997";"20300";"MW00000";"BU16211311";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211311          ";"81.1";"48.1";"51.4";"1.9";"48.2";"50.1";"15";"13.8";"31.6";"28";"4";"26.3";"7.3";;;
"26000";"20300";"MW00000";"BU16211321";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211321          ";"83.6";"49.8";"55.9";"1.8";"50.3";"48.4";"13.9";"12.9";"27.7";"24.3";"3.3";"22.7";"5.9";;;
"26003";"20300";"MW00000";"BU16211331";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211331          ";"87.3";"51.9";"60.5";"1.8";"54.1";"45.1";"12.9";"15.1";"22.3";"19.1";"2.5";"17.6";"3.6";;;
"26006";"20300";"MW00000";"WK162114  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162114            ";"89.6";"53.7";"66.9";"1.7";"57.3";"42";"9.4";"9.4";"23.5";"19.2";"1.8";"17.7";"3.5";;;
"26009";"20300";"MW00000";"BU16211411";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211411          ";"89.6";"53.7";"66.9";"1.7";"57.3";"42";"9.4";"9.4";"23.5";"19.2";"1.8";"17.7";"3.5";;;
"26012";"20300";"MW00000";"WK162115  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162115            ";"84.9";"49.1";"57";"1.8";"52";"47.7";"11.6";"11.7";"27.8";"24.6";"3.4";"22.9";"5.4";;;
"26015";"20300";"MW00000";"BU16211514";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211514          ";"84.5";"48.1";"57.3";"1.7";"51.5";"48.4";"11.3";"10.7";"29";"25.7";"3.3";"24";"6";;;
"26018";"20300";"MW00000";"BU16211522";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211522          ";"84.3";"52.1";"56.1";"1.8";"51.6";"47.3";"11.7";"13.6";"26.9";"24.1";"4.9";"23.1";"5.1";;;
"26021";"20300";"MW00000";"BU16211531";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211531          ";"83.4";"49.8";"55";"2";"50.2";"49.4";"12.7";"12.3";"28.9";"25.8";"3.7";"23.8";"4.9";;;
"26024";"20300";"MW00000";"BU16211543";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211543          ";"86.8";"48.5";"58.5";"1.8";"55.4";"44.4";"11.3";"11.7";"25.8";"22";"2.6";"20.5";"5.3";;;
"26027";"20300";"MW00000";"BU16211552";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16211552          ";"89.1";"49.5";"60.7";"1.9";"55.1";"44.6";"9.9";"12.2";"22.2";"19.1";"2.2";"17.6";"3.9";;;
"26030";"20300";"MW00000";"WK162121  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162121            ";"78.3";"45";"47.1";"1.8";"47.5";"51.3";"15";"13.5";"33.7";"31.5";"5.1";"29.5";"10.9";;;
"26033";"20300";"MW00000";"BU16212111";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212111          ";"74.6";"41.3";"43.6";"1.9";"47.2";"51.5";"15.3";"13.2";"36.1";"35.9";"6.4";"33.4";"14.6";;;
"26036";"20300";"MW00000";"BU16212121";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212121          ";"81.7";"47.3";"51.6";"1.8";"49.1";"49.8";"13.8";"11.7";"32.6";"28.5";"3.8";"27";"7.4";;;
"26039";"20300";"MW00000";"BU16212131";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212131          ";"78.9";"46.2";"46.9";"1.8";"46.8";"52.1";"15.6";"14.8";"32.7";"30.2";"5.1";"28.1";"10.2";;;
"26042";"20300";"MW00000";"BU16212144";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212144          ";"84.4";"50.3";"52.5";"2.7";"51.3";"47.1";"13";"15";"27.1";"24.3";"3";"22.5";"6.1";;;
"26045";"20300";"MW00000";"WK162122  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162122            ";"80";"47.4";"49.5";"1.7";"48";"51.1";"14.8";"13.2";"33";"30.3";"4.4";"28.2";"8.8";;;
"26048";"20300";"MW00000";"BU16212211";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212211          ";"71.6";"39.8";"39.1";"1.8";"44.2";"54.5";"17.4";"13.2";"39";"39.6";"7.2";"36.4";"18.4";;;
"26051";"20300";"MW00000";"BU16212221";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212221          ";"79.5";"47.2";"48.7";"1.8";"47.3";"52";"15.8";"15.9";"32.4";"30.1";"4.6";"27.9";"8.1";;;
"26054";"20300";"MW00000";"BU16212231";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212231          ";"84.6";"51.7";"55.1";"1.5";"49.8";"49.4";"12.9";"10.7";"31.1";"26.3";"2.9";"24.6";"4.6";;;
"26057";"20300";"MW00000";"BU16212241";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212241          ";"84.1";"50.3";"54.8";"2";"51.3";"47.2";"12.3";"11.4";"30.1";"26";"3";"24.1";"5.2";;;
"26060";"20300";"MW00000";"BU16212254";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212254          ";;;;;;;;;;;;;;;;
"26063";"20300";"MW00000";"WK162123  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162123            ";"83.5";"49.2";"55";"1.6";"49.9";"49.4";"14.2";"13.5";"27.9";"24.2";"3.4";"22.7";"6";;;
"26066";"20300";"MW00000";"BU16212311";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212311          ";"87.5";"51.5";"58.7";"1.6";"53.5";"46";"12.6";"13.7";"22.4";"18.5";"2.3";"17.3";"3.3";;;
"26069";"20300";"MW00000";"BU16212321";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212321          ";"80.6";"47.4";"51.5";"1.6";"47.5";"51.9";"15.7";"14";"31.1";"27.9";"4.3";"26.7";"8.1";;;
"26072";"20300";"MW00000";"BU16212331";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212331          ";"84.2";"49.7";"56.5";"1.7";"50.2";"48.9";"13.7";"12.9";"27.8";"23.6";"3";"21.8";"5.5";;;
"26075";"20300";"MW00000";"WK162124  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162124            ";"85.6";"49.9";"54.5";"1.9";"51.1";"47.7";"12.1";"12.8";"27.8";"24.4";"3";"23";"4.7";;;
"26078";"20300";"MW00000";"BU16212412";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212412          ";"85.6";"49.9";"54.5";"1.9";"51.1";"47.7";"12.1";"12.8";"27.8";"24.4";"3";"23";"4.7";;;
"26081";"20300";"MW00000";"WK162125  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162125            ";"83.3";"50.7";"55.5";"1.9";"50.8";"48.2";"13.1";"12.2";"29.2";"25.7";"3.6";"23.9";"6.2";;;
"26084";"20300";"MW00000";"BU16212511";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212511          ";"80.2";"47.2";"50.1";"1.8";"48.5";"50.8";"14.3";"13";"31";"29";"4.5";"26.9";"9.6";;;
"26087";"20300";"MW00000";"BU16212521";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212521          ";"84.6";"51.2";"59.6";"1.9";"53.3";"46";"11.8";"11.2";"27.7";"24.1";"3.4";"22.4";"5.7";;;
"26090";"20300";"MW00000";"BU16212531";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212531          ";"81.5";"49.6";"50.9";"1.8";"47.1";"52";"15.6";"14.2";"31";"27.5";"4";"25.6";"6.7";;;
"26093";"20300";"MW00000";"BU16212541";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212541          ";"86";"53.4";"59.8";"2.2";"53.9";"44.6";"11";"10.5";"27.7";"23.3";"2.9";"21.7";"3.9";;;
"26096";"20300";"MW00000";"WK162126  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162126            ";"87.5";"51.9";"62.6";"1.6";"53.4";"46.1";"11.5";"10.2";"25.1";"20.9";"2.4";"19.3";"3.4";;;
"26099";"20300";"MW00000";"BU16212611";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212611          ";"87.6";"51.9";"62.7";"1.5";"53.5";"46.1";"11.5";"10";"25";"20.7";"2.4";"19.1";"3.3";;;
"26102";"20300";"MW00000";"BU16212621";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212621          ";"86.8";"51.8";"61.7";"1.9";"53.2";"46.1";"11.8";"12.1";"26.1";"22.5";"2.4";"20.6";"4.2";;;
"26105";"20300";"MW00000";"BU16212633";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212633          ";;;;;;;;;;;;;;;;
"26108";"20300";"MW00000";"BU16212644";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212644          ";;;;;;;;;;;;;;;;
"26111";"20300";"MW00000";"WK162127  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162127            ";"87";"52.1";"62.3";"1.6";"54.3";"45";"11.8";"11.7";"24.1";"19.9";"2.6";"18.3";"4";;;
"26114";"20300";"MW00000";"BU16212711";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212711          ";"84.6";"51.5";"58.2";"1.7";"52.2";"47.3";"13.2";"12.5";"25.9";"22.8";"3.2";"21";"5.5";;;
"26117";"20300";"MW00000";"BU16212721";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212721          ";"85.7";"51.3";"61";"1.7";"53.8";"45.4";"12.1";"11.6";"26.2";"21.7";"3";"20.1";"4.8";;;
"26120";"20300";"MW00000";"BU16212731";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212731          ";"88.5";"53.2";"64.5";"1.7";"55.1";"44.1";"11";"11.1";"22.4";"18.1";"2.1";"16.4";"3.1";;;
"26123";"20300";"MW00000";"BU16212741";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212741          ";"88.8";"52";"64.3";"1.5";"55.5";"43.8";"11.3";"12";"22";"17.8";"1.9";"16.2";"3";;;
"26126";"20300";"MW00000";"WK162128  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162128            ";"86.9";"49.7";"59.9";"1.7";"52.6";"46.9";"11.7";"12";"24.8";"21.2";"2.5";"19.6";"4.1";;;
"26129";"20300";"MW00000";"BU16212814";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212814          ";"85.6";"48.7";"57.3";"1.6";"50.9";"48.7";"12.1";"11.7";"27";"23.9";"2.9";"22.1";"5";;;
"26132";"20300";"MW00000";"BU16212823";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212823          ";"84.2";"48.9";"52.4";"1.4";"45.3";"55";"14.3";"10.3";"31.4";"28";"3.1";"25.8";"4.9";;;
"26135";"20300";"MW00000";"BU16212833";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212833          ";"83.1";"46.7";"50.3";"2.2";"54.6";"44.8";"11.4";"14.1";"25.6";"22.7";"3.6";"20.7";"6.7";;;
"26138";"20300";"MW00000";"BU16212843";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212843          ";"86.3";"49.5";"56.9";"2.1";"52.4";"46";"11";"11.7";"25.8";"23.3";"2.8";"21.6";"5.5";;;
"26141";"20300";"MW00000";"BU16212851";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212851          ";"90";"51.6";"65.8";"1.7";"55.8";"43.9";"11";"12.8";"20.4";"15.9";"1.6";"14.4";"2.1";;;
"26144";"20300";"MW00000";"BU16212864";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16212864          ";"81.7";"50.2";"55.5";"1.7";"55";"44";"10.2";"8";"27.5";"24.3";"2.8";"22.5";"5";;;
"26147";"20300";"MW00000";"WK162131  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162131            ";"79.5";"45.3";"49.5";"1.7";"48.5";"49.6";"14.8";"12.8";"33.2";"31";"4.9";"29";"10.1";;;
"26150";"20300";"MW00000";"BU16213111";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213111          ";"82.8";"47.4";"53.2";"1.6";"49.9";"51.2";"14";"13.3";"30.2";"27.3";"4";"25.5";"6.7";;;
"26153";"20300";"MW00000";"BU16213121";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213121          ";"79.2";"45.9";"48";"1.8";"47.1";"51.1";"15.6";"14.1";"32.6";"30.7";"4.7";"28.6";"9";;;
"26156";"20300";"MW00000";"BU16213133";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213133          ";"85.3";"50.1";"58";"1.7";"51.8";"49.2";"11.5";"11.5";"29.6";"24.6";"3.1";"23.1";"5.3";;;
"26159";"20300";"MW00000";"BU16213141";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213141          ";"77.9";"43.5";"48.1";"1.7";"48.4";"48.5";"14.9";"12.1";"34.9";"33.1";"5.6";"31.1";"12.4";;;
"26162";"20300";"MW00000";"BU16213162";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213162          ";"85.3";"52.3";"54.7";"1.4";"51.2";"46.7";"11.9";"10.5";"29.9";"25.5";"3";"23.9";"4.2";;;
"26165";"20300";"MW00000";"WK162132  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162132            ";"82.6";"48.9";"52.7";"1.8";"49";"50.1";"14.3";"13.6";"30.3";"26.8";"3.8";"25.1";"6.3";;;
"26168";"20300";"MW00000";"BU16213211";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213211          ";"85.3";"50.9";"57.6";"1.7";"52.6";"46.8";"12.2";"11.8";"28.3";"24.6";"3.1";"23";"4.7";;;
"26171";"20300";"MW00000";"BU16213221";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213221          ";"83";"49.8";"53.1";"1.8";"49.5";"49.8";"14";"13";"30.3";"26.6";"3.7";"24.9";"6.1";;;
"26174";"20300";"MW00000";"BU16213231";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213231          ";"80.1";"47.3";"49";"1.8";"46.9";"52.1";"15.9";"15.4";"32.1";"29.5";"4.4";"27.5";"7.5";;;
"26177";"20300";"MW00000";"BU16213242";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213242          ";"87.6";"45.7";"61.9";"1.2";"53.4";"47.3";"11.5";"12";"24.9";"21.7";"2.5";"20";"4.1";;;
"26180";"20300";"MW00000";"BU16213251";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213251          ";"82.5";"48.4";"52.8";"1.7";"48.5";"50.8";"14.4";"12.4";"31.4";"27.1";"3.7";"25.4";"6.9";;;
"26183";"20300";"MW00000";"BU16213261";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213261          ";"84.9";"49.9";"55.4";"1.7";"50.3";"48.2";"13.6";"13.6";"27.1";"23.1";"3.1";"21.5";"5.2";;;
"26186";"20300";"MW00000";"WK162133  ";"2020JJ00";"Lansingerland                           ";"Wijk      ";"WK162133            ";"86.4";"48.9";"52.9";"2.1";"51.7";"47.3";"11.4";"13.2";"26.2";"22.9";"2.6";"21.2";"4.2";;;
"26189";"20300";"MW00000";"BU16213312";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213312          ";"87";"49.7";"54.8";"2.2";"52.3";"46.8";"11";"12.6";"25.5";"22.2";"2.4";"20.6";"4";;;
"26192";"20300";"MW00000";"BU16213323";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213323          ";"85.5";"47.7";"47.4";"2.2";"52.2";"47.6";"11.6";"13.7";"25.7";"22.5";"2.7";"20.9";"3.8";;;
"26195";"20300";"MW00000";"BU16213334";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213334          ";"87";"51";"55.9";"1.8";"50.4";"48";"11";"15.1";"27.1";"23.1";"2.6";"21.3";"3.9";;;
"26198";"20300";"MW00000";"BU16213344";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213344          ";"84.8";"46.9";"49.9";"1.9";"49.4";"49.1";"12.9";"14.2";"28.8";"25.8";"3.1";"23.7";"5.2";;;
"26201";"20300";"MW00000";"BU16213353";"2020JJ00";"Lansingerland                           ";"Buurt     ";"BU16213353          ";;;;;;;;;;;;;;;;
"26204";"20300";"MW00000";"GM0417    ";"2020JJ00";"Laren                                   ";"Gemeente  ";"GM0417              ";"82.4";"49.2";"54.4";"2";"53.9";"43.7";"10.3";"12.6";"32.4";"29.2";"4.2";"27.3";"7.8";;;
"26207";"20300";"MW00000";"WK041703  ";"2020JJ00";"Laren                                   ";"Wijk      ";"WK041703            ";"82.4";"49.2";"54.4";"2";"53.9";"43.7";"10.3";"12.6";"32.4";"29.2";"4.2";"27.3";"7.8";;;
"26210";"20300";"MW00000";"BU04170320";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170320          ";"83.7";"50";"55.3";"2";"54.3";"43.4";"9.9";"12.9";"32.1";"27.9";"3.7";"26";"6.3";;;
"26213";"20300";"MW00000";"BU04170321";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170321          ";"80.2";"45.9";"46.9";"2.1";"47.8";"49.8";"12.7";"22.3";"35";"31.6";"5.9";"30";"6.8";;;
"26216";"20300";"MW00000";"BU04170322";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170322          ";"77.6";"46.1";"48.4";"2";"50.6";"47";"12.3";"14.6";"37";"34.5";"5.9";"32.4";"10.7";;;
"26219";"20300";"MW00000";"BU04170323";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170323          ";"86.5";"52.9";"60.6";"1.9";"57.9";"40";"8";"11";"28.4";"24.5";"2.7";"22.7";"4.8";;;
"26222";"20300";"MW00000";"BU04170324";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170324          ";"86.4";"51.8";"58.1";"2.4";"56.5";"40.7";"9.6";"13.5";"27.2";"23.4";"2.8";"22";"4.2";;;
"26225";"20300";"MW00000";"BU04170325";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170325          ";"87.8";"52.9";"60.3";"2.4";"57.6";"39.6";"8.5";"10.4";"25.9";"22.2";"3.4";"20.5";"5";;;
"26228";"20300";"MW00000";"BU04170326";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170326          ";"88.1";"51.7";"58.6";"2";"57.5";"39.9";"7.9";"10.9";"29.1";"24.6";"2.6";"23.2";"4.5";;;
"26231";"20300";"MW00000";"BU04170327";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170327          ";"83.1";"45.1";"56";"2.6";"56.4";"40.6";"7.9";"9.1";"32.6";"30.6";"4.5";"28.9";"9.2";;;
"26234";"20300";"MW00000";"BU04170328";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170328          ";"80";"47.9";"51.2";"1.9";"51.6";"46.1";"11.6";"13.6";"34.2";"31.8";"4.9";"29.6";"9.5";;;
"26237";"20300";"MW00000";"BU04170329";"2020JJ00";"Laren                                   ";"Buurt     ";"BU04170329          ";"88.7";"54.5";"65.1";"1.9";"60.1";"37.7";"7.2";"9.5";"27.2";"22";"2.3";"20.6";"3.7";;;
"26240";"20300";"MW00000";"GM0080    ";"2020JJ00";"Leeuwarden                              ";"Gemeente  ";"GM0080              ";"79.6";"55.7";"47.7";"2.1";"48.6";"49.2";"14.8";"21.6";"33.3";"32.3";"4.8";"30.6";"8.9";;;
"26243";"20300";"MW00000";"WK008010  ";"2020JJ00";"Leeuwarden                              ";"Wijk      ";"WK008010            ";"81.4";"65.7";"56.1";"3.5";"61.7";"35";"10.5";"31.1";"26.9";"26";"3.6";"24.1";"5.7";;;
"26246";"20300";"MW00000";"BU00801001";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801001          ";"83.9";"68.1";"58.6";"3.7";"63.9";"32.8";"9.5";"30.7";"23.7";"22";"2.6";"20.2";"4.2";;;
"26249";"20300";"MW00000";"BU00801002";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801002          ";"84.8";"67.8";"58.4";"3.4";"63.3";"33.6";"9.5";"31.4";"23.2";"21.5";"2.5";"19.9";"3.8";;;
"26252";"20300";"MW00000";"BU00801003";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801003          ";"77.2";"57.9";"49";"2.3";"55.6";"42.8";"13";"23.2";"35.3";"34.5";"5";"32.5";"10.3";;;
"26255";"20300";"MW00000";"BU00801004";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801004          ";"80.2";"65.7";"54.3";"2.9";"60.8";"36.8";"11";"31.4";"29.1";"28";"4.4";"26.6";"6.1";;;
"26258";"20300";"MW00000";"BU00801005";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801005          ";"77.4";"65.3";"53.5";"3.5";"59.8";"36.9";"12";"34.6";"29";"30.6";"4.9";"28";"8";;;
"26261";"20300";"MW00000";"BU00801006";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801006          ";"80.4";"67.8";"56.3";"3.1";"61";"36.2";"11.5";"35.2";"27.9";"26.1";"4.2";"24.4";"5";;;
"26264";"20300";"MW00000";"BU00801007";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801007          ";"80.3";"62.5";"52.5";"2.4";"54.9";"42";"12.7";"26.1";"32.1";"29.2";"4";"27.8";"6.9";;;
"26267";"20300";"MW00000";"BU00801008";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801008          ";"87.1";"68.4";"64.5";"5.7";"70.1";"23.2";"6.3";"33";"17.3";"17.1";"1.3";"14.8";"1.7";;;
"26270";"20300";"MW00000";"WK008011  ";"2020JJ00";"Leeuwarden                              ";"Wijk      ";"WK008011            ";"78.8";"58";"47.4";"2.5";"49.2";"47.9";"15.1";"26";"33.1";"32.2";"4.7";"30.6";"8.7";;;
"26273";"20300";"MW00000";"BU00801101";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801101          ";"80.6";"62.4";"53";"3";"58.4";"38.6";"11.1";"26.9";"31.3";"29.3";"3.5";"27";"7.1";;;
"26276";"20300";"MW00000";"BU00801102";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801102          ";"83.4";"65.2";"56.1";"3.3";"57.8";"38.3";"10.9";"24.2";"28";"25.4";"2.9";"23.9";"5.1";;;
"26279";"20300";"MW00000";"BU00801103";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801103          ";"78.1";"57.8";"45.8";"2.4";"47.6";"49.4";"16";"28.1";"33.6";"32.9";"5";"31.3";"9.2";;;
"26282";"20300";"MW00000";"BU00801104";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801104          ";"71.3";"52.1";"40.5";"2.4";"42.5";"54.5";"19.9";"33.5";"37.5";"39.5";"7.9";"38";"13.3";;;
"26285";"20300";"MW00000";"BU00801105";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801105          ";"72.1";"49.1";"34.3";"2";"37.9";"60";"22.1";"30.9";"39.9";"41.7";"7.5";"40.1";"14";;;
"26288";"20300";"MW00000";"BU00801106";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801106          ";"80.2";"54.4";"46.5";"1.6";"45.3";"52.7";"14.6";"15.9";"35.6";"33.9";"4";"32.4";"8.7";;;
"26291";"20300";"MW00000";"BU00801107";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801107          ";"82.4";"64.4";"52.2";"2.7";"55.3";"41.3";"13.2";"29.2";"27.2";"25.6";"3.6";"23.8";"5.5";;;
"26294";"20300";"MW00000";"BU00801108";"2020JJ00";"Leeuwarden                              ";"Buurt     ";"BU00801108          ";"80.7";"58.7";"48.5";"2.5";"49.6";"47.8";"14.9";"25.1";"31.2";"30";"3.9";"28.3";"7.3";;;
