"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"ErvarenGezondheidGoedZeerGoed_4";"VoldoetAanBeweegrichtlijn_5";"WekelijkseSporters_6";"Ondergewicht_7";"NormaalGewicht_8";"Overgewicht_9";"ErnstigOvergewicht_10";"Roker_11";"EenOfMeerLangdurigeAandoeningen_16";"BeperktVanwegeGezondheid_17";"ErnstigBeperktVanwegeGezondheid_18";"LangdurigeZiekteEnBeperkt_19";"BeperkingInBewegen_23";"LopenEnOfFietsenNaarSchoolOfWerk_34";"LopenNaarSchoolOfWerk_35";"FietsenNaarSchoolOfWerk_36"
"5915";"20300";"MW00000";"BU04891431";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04891431          ";"78.5";"41.3";"45.8";"1.9";"41.5";"56.2";"18.5";"15.7";"31.9";"29.5";"4.5";"27.5";"9.4";;;
"5918";"20300";"MW00000";"BU04891432";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04891432          ";"78.5";"40.5";"45.8";"1.9";"42.4";"55.4";"17.1";"13.9";"32.6";"30.8";"4.4";"28.7";"10.2";;;
"5921";"20300";"MW00000";"WK048915  ";"2020JJ00";"Barendrecht                             ";"Wijk      ";"WK048915            ";"78.4";"40";"46.1";"1.7";"41.5";"56.5";"18.1";"14.2";"33";"30.5";"4.4";"28.5";"9.9";;;
"5924";"20300";"MW00000";"BU04891533";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04891533          ";"78.4";"40";"46.1";"1.7";"41.5";"56.5";"18.1";"14.2";"33";"30.5";"4.4";"28.5";"9.9";;;
"5927";"20300";"MW00000";"WK048916  ";"2020JJ00";"Barendrecht                             ";"Wijk      ";"WK048916            ";"81.1";"42";"50";"1.8";"43.6";"54.3";"16.1";"12.6";"30.5";"27.7";"3.7";"25.8";"8";;;
"5930";"20300";"MW00000";"BU04891634";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04891634          ";"81.1";"42";"50";"1.8";"43.6";"54.3";"16.1";"12.6";"30.5";"27.7";"3.7";"25.8";"8";;;
"5933";"20300";"MW00000";"WK048917  ";"2020JJ00";"Barendrecht                             ";"Wijk      ";"WK048917            ";"84.1";"44.7";"53";"1.6";"45.4";"52.9";"14.7";"13.1";"27.5";"23.6";"2.8";"21.7";"5.4";;;
"5936";"20300";"MW00000";"BU04891735";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04891735          ";"84.1";"44.7";"53";"1.6";"45.4";"52.9";"14.7";"13.1";"27.5";"23.6";"2.8";"21.7";"5.4";;;
"5939";"20300";"MW00000";"WK048918  ";"2020JJ00";"Barendrecht                             ";"Wijk      ";"WK048918            ";"81.2";"44.4";"51";"1.9";"42.8";"55.4";"17.2";"14.7";"29";"26";"3.9";"24.1";"7.1";;;
"5942";"20300";"MW00000";"BU04891836";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04891836          ";"81.2";"44.4";"51";"1.9";"42.8";"55.4";"17.2";"14.7";"29";"26";"3.9";"24.1";"7.1";;;
"5945";"20300";"MW00000";"WK048919  ";"2020JJ00";"Barendrecht                             ";"Wijk      ";"WK048919            ";"85.3";"45.7";"54.6";"1.9";"45.6";"52.4";"15.1";"13.7";"25.7";"22.4";"2.9";"20.6";"4.8";;;
"5948";"20300";"MW00000";"BU04891937";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04891937          ";"85.3";"45.7";"54.6";"1.9";"45.6";"52.4";"15.1";"13.7";"25.7";"22.4";"2.9";"20.6";"4.8";;;
"5951";"20300";"MW00000";"WK048920  ";"2020JJ00";"Barendrecht                             ";"Wijk      ";"WK048920            ";"81.2";"43";"49.4";"1.8";"42.7";"55.6";"17.8";"15.6";"28.3";"25.3";"3.7";"23.5";"7.6";;;
"5954";"20300";"MW00000";"BU04892039";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04892039          ";"81.2";"43";"49.4";"1.8";"42.7";"55.6";"17.8";"15.6";"28.3";"25.3";"3.7";"23.5";"7.6";;;
"5957";"20300";"MW00000";"WK048930  ";"2020JJ00";"Barendrecht                             ";"Wijk      ";"WK048930            ";"83.4";"44.5";"47.6";"1.5";"44.2";"54.4";"16.4";"16.5";"28.7";"25.7";"3.1";"23.9";"5.1";;;
"5960";"20300";"MW00000";"BU04893050";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893050          ";"88.3";"47";"59";"1.7";"43.8";"53.7";"13.9";"15.5";"23.5";"20.5";"1.8";"18.7";"2.7";;;
"5963";"20300";"MW00000";"BU04893051";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893051          ";;;;;;;;;;;;;;;;
"5966";"20300";"MW00000";"BU04893052";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893052          ";;;;;;;;;;;;;;;;
"5969";"20300";"MW00000";"BU04893053";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893053          ";;;;;;;;;;;;;;;;
"5972";"20300";"MW00000";"BU04893054";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893054          ";"82.1";"44.3";"45.9";"1.5";"43.2";"55.6";"17.4";"17.5";"29.8";"26.8";"3.4";"24.9";"5.6";;;
"5975";"20300";"MW00000";"WK048931  ";"2020JJ00";"Barendrecht                             ";"Wijk      ";"WK048931            ";"82.7";"44.1";"50";"1.8";"45.8";"52.7";"15.4";"13.5";"28";"25.3";"3.4";"23.6";"6.5";;;
"5978";"20300";"MW00000";"BU04893160";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893160          ";"83.8";"48.6";"53.1";"1.6";"49.4";"49.5";"12.1";"12.5";"28.3";"24.9";"2.2";"23.2";"3.3";;;
"5981";"20300";"MW00000";"BU04893161";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893161          ";"78";"43.1";"40.4";"2.1";"43.4";"54.7";"14.5";"10.8";"31.5";"31.2";"4.2";"29.3";"7.8";;;
"5984";"20300";"MW00000";"BU04893162";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893162          ";"78.7";"41.9";"41.5";"1.7";"42.6";"55.8";"17.7";"13.7";"34.5";"32.6";"4.8";"30.5";"8.9";;;
"5987";"20300";"MW00000";"BU04893163";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893163          ";"83.8";"44";"48.9";"1.8";"48.2";"50.5";"13.6";"12.6";"27.9";"25.2";"3.2";"23.4";"5.1";;;
"5990";"20300";"MW00000";"BU04893164";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04893164          ";"83.2";"44.4";"51.8";"1.8";"45.6";"52.8";"15.8";"13.9";"27";"24";"3.3";"22.4";"6.5";;;
"5993";"20300";"MW00000";"WK048950  ";"2020JJ00";"Barendrecht                             ";"Wijk      ";"WK048950            ";"82.4";"44.9";"53.9";"2.5";"48.5";"48.6";"15.3";"25.5";"24.9";"21.6";"3";"19.6";"4.1";;;
"5996";"20300";"MW00000";"BU04895070";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04895070          ";;;;;;;;;;;;;;;;
"5999";"20300";"MW00000";"BU04895071";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04895071          ";;;;;;;;;;;;;;;;
"6002";"20300";"MW00000";"BU04895072";"2020JJ00";"Barendrecht                             ";"Buurt     ";"BU04895072          ";"81.5";"44.9";"52.9";"2.5";"49.4";"47.7";"15.2";"29.6";"24";"21";"3.2";"18.5";"4.1";;;
